,Unnamed: 0,filename,width,height,class,xmin,ymin,xmax,ymax
1033,1033,img001301.jpg,1920,1200,1,939,654,1170,981
3896,3896,img004885.jpg,1920,1200,1,868,438,1039,741
7548,7548,img009487.jpg,1920,1200,1,549,285,1075,866
10858,10858,img013606.jpg,1920,1200,1,791,36,1435,925
7496,7496,img009414.jpg,1920,1200,1,739,412,1056,680
5818,5818,img007282.jpg,1920,1200,1,828,266,1023,659
10013,10013,img012535.jpg,1920,1200,1,798,275,1234,1016
4444,4444,img005572.jpg,1920,1200,1,214,108,1394,1364
6132,6132,img007667.jpg,1920,1200,1,696,299,1072,684
5739,5739,img007175.jpg,1920,1200,1,670,347,1255,709
6028,6028,img007535.jpg,1920,1200,1,812,506,1104,714
6779,6779,img008476.jpg,1920,1200,1,937,408,1104,643
623,623,img000790.jpg,1920,1200,1,758,303,1265,748
11050,11050,img013835.jpg,1920,1200,1,828,480,1065,730
165,165,img000211.jpg,1920,1200,1,969,407,1113,718
2769,2769,img003487.jpg,1920,1200,1,880,555,961,678
2854,2854,img003587.jpg,1920,1200,1,571,436,1257,765
3965,3965,img004978.jpg,1920,1200,1,388,22,1609,699
4576,4576,img005740.jpg,1920,1200,1,652,484,1081,758
1231,1231,img001563.jpg,1920,1200,1,746,649,1250,824
72,72,img000090.jpg,1920,1200,1,612,408,1046,891
2403,2403,img003021.jpg,1920,1200,1,781,339,1073,1012
780,780,img000978.jpg,1920,1200,1,913,551,1149,777
6530,6530,img008171.jpg,1920,1200,1,692,453,1528,876
5626,5626,img007030.jpg,1920,1200,1,982,536,1133,735
9700,9700,img012137.jpg,1920,1200,1,813,654,1036,749
11017,11017,img013795.jpg,1920,1200,1,887,663,1045,834
5076,5076,img006364.jpg,1920,1200,1,681,109,1183,674
865,865,img001089.jpg,1920,1200,1,743,444,1131,756
6662,6662,img008334.jpg,1920,1200,1,789,343,1016,602
9925,9925,img012418.jpg,1920,1200,1,779,350,1393,952
2308,2308,img002908.jpg,1920,1200,1,633,331,1105,1041
1403,1403,img001799.jpg,1920,1200,1,831,657,1053,947
140,140,img000177.jpg,1920,1200,1,506,157,1313,893
10995,10995,img013769.jpg,1920,1200,1,922,363,1321,708
9835,9835,img012312.jpg,1920,1200,1,492,183,1167,1225
5011,5011,img006288.jpg,1920,1200,1,642,638,1089,885
730,730,img000919.jpg,1920,1200,1,939,388,1195,1043
3939,3939,img004940.jpg,1920,1200,1,801,296,1084,539
5222,5222,img006542.jpg,1920,1200,1,731,640,953,808
2288,2288,img002886.jpg,1920,1200,1,528,284,1208,933
7094,7094,img008876.jpg,1920,1200,1,722,591,968,860
8453,8453,img010588.jpg,1920,1200,1,873,395,1062,707
273,273,img000355.jpg,1920,1200,1,708,267,1354,957
813,813,img001017.jpg,1920,1200,1,620,470,921,836
5172,5172,img006479.jpg,1920,1200,1,845,425,1238,788
9898,9898,img012386.jpg,1920,1200,1,788,396,1253,823
9767,9767,img012222.jpg,1920,1200,1,715,157,932,635
1119,1119,img001410.jpg,1920,1200,1,800,740,1026,851
1270,1270,img001614.jpg,1920,1200,1,849,551,1374,1188
4703,4703,img005903.jpg,1920,1200,1,788,637,979,826
7232,7232,img009064.jpg,1920,1200,1,684,105,978,638
6525,6525,img008164.jpg,1920,1200,1,955,527,1096,708
5769,5769,img007214.jpg,1920,1200,1,815,520,968,770
10370,10370,img012981.jpg,1920,1200,1,849,649,948,787
4127,4127,img005179.jpg,1920,1200,1,623,159,1554,846
2775,2775,img003494.jpg,1920,1200,1,747,377,986,665
7345,7345,img009214.jpg,1920,1200,1,730,174,1282,958
8173,8173,img010240.jpg,1920,1200,1,750,602,1134,946
9480,9480,img011867.jpg,1920,1200,1,796,784,1144,969
6887,6887,img008617.jpg,1920,1200,1,628,266,991,603
3753,3753,img004705.jpg,1920,1200,1,876,472,1101,819
5393,5393,img006743.jpg,1920,1200,1,417,31,1383,1120
6742,6742,img008431.jpg,1920,1200,1,619,0,1167,679
11451,11451,img014317.jpg,1920,1200,1,892,495,1030,685
10019,10019,img012543.jpg,1920,1200,1,760,322,1317,953
4768,4768,img005985.jpg,1920,1200,1,878,659,1117,908
6357,6357,img007960.jpg,1920,1200,1,809,256,1214,713
10190,10190,img012757.jpg,1920,1200,1,792,591,1040,848
652,652,img000825.jpg,1920,1200,1,826,469,1113,660
824,824,img001032.jpg,1920,1200,1,629,-18,1744,896
8631,8631,img010810.jpg,1920,1200,1,735,231,1351,811
3819,3819,img004795.jpg,1920,1200,1,624,258,1263,743
11011,11011,img013787.jpg,1920,1200,1,799,380,1098,597
2826,2826,img003555.jpg,1920,1200,1,782,347,1324,886
1347,1347,img001717.jpg,1920,1200,1,734,607,926,761
11442,11442,img014306.jpg,1920,1200,1,894,344,1115,668
3575,3575,img004477.jpg,1920,1200,1,885,536,1070,609
1545,1545,img001985.jpg,1920,1200,1,923,635,1076,742
1135,1135,img001432.jpg,1920,1200,1,961,454,1060,668
11919,11919,img014902.jpg,1920,1200,1,843,224,1061,415
2133,2133,img002687.jpg,1920,1200,1,547,349,1085,945
6522,6522,img008161.jpg,1920,1200,1,829,391,1114,633
8769,8769,img010986.jpg,1920,1200,1,734,561,991,715
403,403,img000522.jpg,1920,1200,1,423,251,1240,1082
4861,4861,img006110.jpg,1920,1200,1,608,416,1416,723
5437,5437,img006802.jpg,1920,1200,1,589,303,1092,991
2827,2827,img003556.jpg,1920,1200,1,458,-40,1414,1119
5843,5843,img007314.jpg,1920,1200,1,627,235,1131,603
4691,4691,img005888.jpg,1920,1200,1,776,109,1169,562
9702,9702,img012141.jpg,1920,1200,1,687,323,1294,740
6034,6034,img007543.jpg,1920,1200,1,520,343,1227,1117
4881,4881,img006134.jpg,1920,1200,1,537,-421,1655,689
5529,5529,img006917.jpg,1920,1200,1,779,452,1222,779
9284,9284,img011624.jpg,1920,1200,1,705,579,782,734
6725,6725,img008411.jpg,1920,1200,1,784,604,1047,726
4732,4732,img005942.jpg,1920,1200,1,915,603,1026,775
6468,6468,img008098.jpg,1920,1200,1,854,301,1301,695
389,389,img000505.jpg,1920,1200,1,832,248,1116,538
6938,6938,img008675.jpg,1920,1200,1,908,515,1028,728
2031,2031,img002566.jpg,1920,1200,1,520,-47,1338,763
802,802,img001006.jpg,1920,1200,1,659,285,1162,724
9920,9920,img012413.jpg,1920,1200,1,768,301,1070,716
5333,5333,img006672.jpg,1920,1200,1,438,489,916,998
6606,6606,img008269.jpg,1920,1200,1,822,312,1064,419
8112,8112,img010160.jpg,1920,1200,1,716,364,1255,597
1244,1244,img001579.jpg,1920,1200,1,890,440,1123,632
4736,4736,img005947.jpg,1920,1200,1,540,384,1570,887
10118,10118,img012668.jpg,1920,1200,1,853,478,1007,622
6389,6389,img008004.jpg,1920,1200,1,888,319,1167,559
4803,4803,img006034.jpg,1920,1200,1,931,509,1052,774
6372,6372,img007982.jpg,1920,1200,1,830,564,1195,733
8455,8455,img010590.jpg,1920,1200,1,617,126,1181,733
5460,5460,img006831.jpg,1920,1200,1,693,233,1135,645
9554,9554,img011954.jpg,1920,1200,1,846,383,1080,629
6200,6200,img007760.jpg,1920,1200,1,770,238,1142,819
7202,7202,img009024.jpg,1920,1200,1,920,507,1085,722
10641,10641,img013321.jpg,1920,1200,1,837,473,1117,583
9629,9629,img012040.jpg,1920,1200,1,733,414,1066,633
4619,4619,img005793.jpg,1920,1200,1,784,200,1140,665
5515,5515,img006901.jpg,1920,1200,1,689,405,935,706
11891,11891,img014868.jpg,1920,1200,1,550,162,1341,769
11960,11960,img014950.jpg,1920,1200,1,803,263,1139,665
7380,7380,img009263.jpg,1920,1200,1,774,472,954,712
4293,4293,img005388.jpg,1920,1200,1,801,508,1041,722
9966,9966,img012478.jpg,1920,1200,1,823,184,1559,915
10682,10682,img013375.jpg,1920,1200,1,297,419,1410,1031
11096,11096,img013886.jpg,1920,1200,1,613,445,1284,1024
5975,5975,img007471.jpg,1920,1200,1,981,334,1150,774
78,78,img000098.jpg,1920,1200,1,923,715,1156,907
4281,4281,img005374.jpg,1920,1200,1,549,292,975,913
10373,10373,img012985.jpg,1920,1200,1,856,349,1102,851
6119,6119,img007650.jpg,1920,1200,1,931,333,1111,551
4278,4278,img005370.jpg,1920,1200,1,831,476,1077,771
9088,9088,img011383.jpg,1920,1200,1,829,634,950,746
4321,4321,img005418.jpg,1920,1200,1,770,317,1213,770
2263,2263,img002853.jpg,1920,1200,1,919,465,1084,934
1020,1020,img001284.jpg,1920,1200,1,574,160,1418,872
6373,6373,img007983.jpg,1920,1200,1,887,452,1190,919
11122,11122,img013916.jpg,1920,1200,1,773,297,1058,829
3830,3830,img004808.jpg,1920,1200,1,646,373,971,791
7624,7624,img009578.jpg,1920,1200,1,687,492,1043,816
1855,1855,img002356.jpg,1920,1200,1,964,329,1168,729
5807,5807,img007266.jpg,1920,1200,1,682,132,1383,632
6446,6446,img008074.jpg,1920,1200,1,798,485,1030,670
9823,9823,img012299.jpg,1920,1200,1,840,153,1250,860
4975,4975,img006248.jpg,1920,1200,1,816,498,1024,712
8085,8085,img010126.jpg,1920,1200,1,813,426,1043,642
3795,3795,img004761.jpg,1920,1200,1,857,553,1156,1039
6398,6398,img008014.jpg,1920,1200,1,816,479,1003,698
6584,6584,img008237.jpg,1920,1200,1,577,346,1298,1054
11947,11947,img014936.jpg,1920,1200,1,904,382,1178,820
3062,3062,img003849.jpg,1920,1200,1,891,378,1058,499
2799,2799,img003522.jpg,1920,1200,1,650,307,1353,1078
2424,2424,img003052.jpg,1920,1200,1,935,480,1040,656
6939,6939,img008676.jpg,1920,1200,1,773,666,1195,1049
9229,9229,img011555.jpg,1920,1200,1,840,335,1264,918
5401,5401,img006751.jpg,1920,1200,1,885,619,1114,725
1208,1208,img001531.jpg,1920,1200,1,437,354,886,631
2845,2845,img003575.jpg,1920,1200,1,678,229,1093,936
3650,3650,img004565.jpg,1920,1200,1,838,481,1018,676
4020,4020,img005046.jpg,1920,1200,1,847,466,1063,646
7508,7508,img009433.jpg,1920,1200,1,913,496,1253,847
2467,2467,img003107.jpg,1920,1200,1,665,307,1158,759
9990,9990,img012510.jpg,1920,1200,1,527,332,1251,831
1397,1397,img001787.jpg,1920,1200,1,848,519,1041,727
7967,7967,img009987.jpg,1920,1200,1,856,422,1194,772
7672,7672,img009638.jpg,1920,1200,1,730,458,1068,734
2093,2093,img002636.jpg,1920,1200,1,1047,712,1158,872
9082,9082,img011373.jpg,1920,1200,1,518,41,1277,843
5005,5005,img006280.jpg,1920,1200,1,785,656,1208,1053
6136,6136,img007672.jpg,1920,1200,1,743,294,1264,877
3197,3197,img004020.jpg,1920,1200,1,782,548,1051,705
10727,10727,img013434.jpg,1920,1200,1,912,521,1068,609
5462,5462,img006833.jpg,1920,1200,1,730,54,1439,838
8977,8977,img011239.jpg,1920,1200,1,786,553,1100,836
1713,1713,img002180.jpg,1920,1200,1,943,697,1134,883
9401,9401,img011767.jpg,1920,1200,1,937,587,1085,756
6019,6019,img007522.jpg,1920,1200,1,512,236,1211,829
4192,4192,img005260.jpg,1920,1200,1,720,306,1293,1009
2982,2982,img003747.jpg,1920,1200,1,898,460,1047,777
5383,5383,img006732.jpg,1920,1200,1,608,155,1132,826
6833,6833,img008542.jpg,1920,1200,1,953,473,1162,599
5043,5043,img006329.jpg,1920,1200,1,750,373,989,844
9726,9726,img012169.jpg,1920,1200,1,572,366,1679,843
8096,8096,img010139.jpg,1920,1200,1,480,233,1438,933
10026,10026,img012552.jpg,1920,1200,1,823,606,1157,873
1876,1876,img002379.jpg,1920,1200,1,881,624,1006,676
9873,9873,img012356.jpg,1920,1200,1,783,517,1001,652
6654,6654,img008326.jpg,1920,1200,1,764,451,1016,811
5079,5079,img006367.jpg,1920,1200,1,942,603,1284,1023
11804,11804,img014760.jpg,1920,1200,1,936,592,1112,688
5957,5957,img007448.jpg,1920,1200,1,962,404,1201,642
414,414,img000538.jpg,1920,1200,1,693,491,1144,998
5721,5721,img007153.jpg,1920,1200,1,651,395,1274,808
11536,11536,img014423.jpg,1920,1200,1,847,456,1081,670
472,472,img000604.jpg,1920,1200,1,627,382,897,904
1435,1435,img001837.jpg,1920,1200,1,830,519,1108,944
11643,11643,img014549.jpg,1920,1200,1,884,458,1110,593
2231,2231,img002811.jpg,1920,1200,1,215,178,1280,658
3362,3362,img004216.jpg,1920,1200,1,911,527,1137,797
2182,2182,img002751.jpg,1920,1200,1,702,424,1447,915
4464,4464,img005597.jpg,1920,1200,1,929,404,1250,652
7917,7917,img009927.jpg,1920,1200,1,772,331,1347,607
7399,7399,img009288.jpg,1920,1200,1,902,499,1124,678
8768,8768,img010985.jpg,1920,1200,1,589,329,1154,968
8683,8683,img010880.jpg,1920,1200,1,777,524,1010,686
6085,6085,img007606.jpg,1920,1200,1,723,316,1120,508
4331,4331,img005430.jpg,1920,1200,1,640,61,1230,740
7249,7249,img009083.jpg,1920,1200,1,945,412,1109,520
2647,2647,img003330.jpg,1920,1200,1,907,570,1003,791
5233,5233,img006554.jpg,1920,1200,1,839,574,996,708
115,115,img000147.jpg,1920,1200,1,870,622,1006,684
4180,4180,img005245.jpg,1920,1200,1,849,265,1034,441
1007,1007,img001271.jpg,1920,1200,1,674,502,953,621
6838,6838,img008552.jpg,1920,1200,1,581,358,1016,972
2506,2506,img003159.jpg,1920,1200,1,873,414,1048,572
9285,9285,img011625.jpg,1920,1200,1,781,327,993,673
4901,4901,img006154.jpg,1920,1200,1,807,292,1059,610
4949,4949,img006218.jpg,1920,1200,1,893,444,1181,711
7777,7777,img009753.jpg,1920,1200,1,232,-96,1541,887
7816,7816,img009807.jpg,1920,1200,1,875,422,1026,553
6268,6268,img007849.jpg,1920,1200,1,712,284,1091,673
9194,9194,img011514.jpg,1920,1200,1,523,73,1152,1085
10221,10221,img012794.jpg,1920,1200,1,857,553,1056,756
7456,7456,img009365.jpg,1920,1200,1,934,523,1178,803
5315,5315,img006650.jpg,1920,1200,1,806,442,968,571
1558,1558,img002001.jpg,1920,1200,1,852,519,1177,870
9382,9382,img011741.jpg,1920,1200,1,839,502,1284,792
2135,2135,img002690.jpg,1920,1200,1,338,-46,1209,781
645,645,img000818.jpg,1920,1200,1,842,249,1330,794
5645,5645,img007053.jpg,1920,1200,1,818,560,1327,931
1085,1085,img001361.jpg,1920,1200,1,867,394,1144,595
10822,10822,img013557.jpg,1920,1200,1,814,353,1089,607
3957,3957,img004965.jpg,1920,1200,1,760,282,1432,862
3594,3594,img004498.jpg,1920,1200,1,805,372,1002,867
11765,11765,img014708.jpg,1920,1200,1,842,663,1208,975
134,134,img000170.jpg,1920,1200,1,668,192,1337,1166
2119,2119,img002671.jpg,1920,1200,1,952,553,1109,755
10592,10592,img013259.jpg,1920,1200,1,741,519,1099,777
11801,11801,img014756.jpg,1920,1200,1,983,758,1107,856
427,427,img000552.jpg,1920,1200,1,976,373,1170,709
1280,1280,img001627.jpg,1920,1200,1,788,532,1196,1061
7468,7468,img009377.jpg,1920,1200,1,642,404,1023,608
1731,1731,img002199.jpg,1920,1200,1,1005,378,1230,576
11230,11230,img014049.jpg,1920,1200,1,868,410,1123,624
1148,1148,img001453.jpg,1920,1200,1,691,427,1117,876
9078,9078,img011368.jpg,1920,1200,1,976,494,1256,1089
2117,2117,img002668.jpg,1920,1200,1,804,429,988,588
962,962,img001213.jpg,1920,1200,1,719,468,948,676
3538,3538,img004437.jpg,1920,1200,1,843,334,1083,514
8381,8381,img010492.jpg,1920,1200,1,929,418,1150,593
11604,11604,img014505.jpg,1920,1200,1,890,531,1005,785
1275,1275,img001619.jpg,1920,1200,1,548,737,1292,1038
9698,9698,img012133.jpg,1920,1200,1,784,473,1105,911
10162,10162,img012723.jpg,1920,1200,1,60,-114,1354,909
5648,5648,img007058.jpg,1920,1200,1,782,341,1148,686
8086,8086,img010128.jpg,1920,1200,1,724,310,1072,728
6661,6661,img008333.jpg,1920,1200,1,906,393,1197,567
8034,8034,img010068.jpg,1920,1200,1,916,391,1033,661
10934,10934,img013694.jpg,1920,1200,1,497,215,1185,769
7561,7561,img009504.jpg,1920,1200,1,758,229,1122,627
3434,3434,img004309.jpg,1920,1200,1,720,509,930,768
298,298,img000386.jpg,1920,1200,1,959,523,1153,594
10343,10343,img012941.jpg,1920,1200,1,657,307,1383,997
4643,4643,img005824.jpg,1920,1200,1,689,12,1465,804
9627,9627,img012038.jpg,1920,1200,1,474,365,1266,1138
8297,8297,img010395.jpg,1920,1200,1,910,569,1213,688
990,990,img001250.jpg,1920,1200,1,610,235,1292,1065
6374,6374,img007984.jpg,1920,1200,1,979,432,1180,888
6473,6473,img008104.jpg,1920,1200,1,714,357,1310,636
11422,11422,img014277.jpg,1920,1200,1,537,140,1495,1206
6910,6910,img008644.jpg,1920,1200,1,543,302,1210,1036
10288,10288,img012882.jpg,1920,1200,1,1015,602,1268,691
3648,3648,img004563.jpg,1920,1200,1,704,346,1067,894
1301,1301,img001653.jpg,1920,1200,1,366,-103,1350,525
8641,8641,img010820.jpg,1920,1200,1,861,570,1047,738
5725,5725,img007157.jpg,1920,1200,1,917,492,1226,633
2919,2919,img003670.jpg,1920,1200,1,988,440,1136,590
3991,3991,img005012.jpg,1920,1200,1,779,313,1180,748
2724,2724,img003433.jpg,1920,1200,1,794,641,1078,745
8636,8636,img010815.jpg,1920,1200,1,889,559,1090,688
9555,9555,img011955.jpg,1920,1200,1,916,521,1031,643
3140,3140,img003950.jpg,1920,1200,1,1010,534,1173,667
10843,10843,img013581.jpg,1920,1200,1,575,63,1261,667
3445,3445,img004326.jpg,1920,1200,1,875,427,1209,772
2550,2550,img003211.jpg,1920,1200,1,886,624,1154,992
8182,8182,img010250.jpg,1920,1200,1,460,168,1442,1143
4918,4918,img006175.jpg,1920,1200,1,958,388,1183,649
11064,11064,img013850.jpg,1920,1200,1,828,383,1056,688
5183,5183,img006491.jpg,1920,1200,1,808,468,1084,610
1691,1691,img002158.jpg,1920,1200,1,687,217,1167,672
6671,6671,img008346.jpg,1920,1200,1,432,-42,1342,685
7839,7839,img009833.jpg,1920,1200,1,883,462,1036,625
11458,11458,img014328.jpg,1920,1200,1,254,524,1405,1038
10624,10624,img013298.jpg,1920,1200,1,563,215,1598,1193
1630,1630,img002085.jpg,1920,1200,1,182,297,1316,1180
8581,8581,img010747.jpg,1920,1200,1,980,595,1214,932
2771,2771,img003489.jpg,1920,1200,1,901,372,1470,1071
76,76,img000095.jpg,1920,1200,1,859,334,969,494
2046,2046,img002582.jpg,1920,1200,1,783,490,976,724
10791,10791,img013520.jpg,1920,1200,1,802,604,1074,774
11003,11003,img013777.jpg,1920,1200,1,639,505,1073,914
6602,6602,img008265.jpg,1920,1200,1,1047,695,1339,1036
3411,3411,img004281.jpg,1920,1200,1,643,353,982,800
9895,9895,img012382.jpg,1920,1200,1,642,451,1141,1015
5400,5400,img006750.jpg,1920,1200,1,850,486,983,693
6294,6294,img007880.jpg,1920,1200,1,402,-27,1593,847
1615,1615,img002070.jpg,1920,1200,1,721,504,1075,722
3137,3137,img003946.jpg,1920,1200,1,791,470,964,785
9119,9119,img011423.jpg,1920,1200,1,723,459,1045,639
4544,4544,img005699.jpg,1920,1200,1,784,466,1140,838
8022,8022,img010053.jpg,1920,1200,1,1015,566,1141,772
25,25,img000032.jpg,1920,1200,1,332,240,1395,894
9619,9619,img012029.jpg,1920,1200,1,452,192,1421,939
2053,2053,img002591.jpg,1920,1200,1,1059,359,1439,709
6349,6349,img007949.jpg,1920,1200,1,540,306,946,784
9842,9842,img012320.jpg,1920,1200,1,848,444,1115,711
502,502,img000640.jpg,1920,1200,1,807,536,1114,878
5084,5084,img006372.jpg,1920,1200,1,629,612,1156,869
10322,10322,img012918.jpg,1920,1200,1,909,490,995,629
653,653,img000826.jpg,1920,1200,1,887,363,1089,566
6343,6343,img007940.jpg,1920,1200,1,921,345,1040,474
6067,6067,img007582.jpg,1920,1200,1,754,440,992,758
3625,3625,img004536.jpg,1920,1200,1,873,521,1147,807
5768,5768,img007212.jpg,1920,1200,1,845,383,1074,652
11799,11799,img014754.jpg,1920,1200,1,749,538,1101,764
4711,4711,img005914.jpg,1920,1200,1,834,634,1066,892
10020,10020,img012545.jpg,1920,1200,1,906,138,1238,689
433,433,img000558.jpg,1920,1200,1,673,248,1299,567
3396,3396,img004262.jpg,1920,1200,1,771,258,1283,845
2080,2080,img002620.jpg,1920,1200,1,575,702,946,1005
1345,1345,img001715.jpg,1920,1200,1,1051,459,1222,652
8622,8622,img010800.jpg,1920,1200,1,1035,478,1130,607
6368,6368,img007976.jpg,1920,1200,1,897,260,1154,571
6420,6420,img008043.jpg,1920,1200,1,571,280,1277,743
586,586,img000742.jpg,1920,1200,1,902,331,1109,656
8098,8098,img010144.jpg,1920,1200,1,874,490,1041,606
9771,9771,img012229.jpg,1920,1200,1,796,614,999,707
9646,9646,img012060.jpg,1920,1200,1,678,414,964,700
8748,8748,img010959.jpg,1920,1200,1,701,424,1066,797
963,963,img001214.jpg,1920,1200,1,890,390,1086,637
4219,4219,img005293.jpg,1920,1200,1,583,139,1268,1026
9084,9084,img011375.jpg,1920,1200,1,695,627,1036,787
2890,2890,img003631.jpg,1920,1200,1,818,-14,1247,879
9752,9752,img012203.jpg,1920,1200,1,698,692,1138,1109
1804,1804,img002292.jpg,1920,1200,1,858,140,1252,871
207,207,img000270.jpg,1920,1200,1,779,417,1068,740
10628,10628,img013306.jpg,1920,1200,1,817,314,1315,778
5381,5381,img006729.jpg,1920,1200,1,645,316,1108,878
4839,4839,img006078.jpg,1920,1200,1,900,458,1035,563
4664,4664,img005848.jpg,1920,1200,1,703,479,1275,872
3591,3591,img004495.jpg,1920,1200,1,832,392,940,558
1017,1017,img001281.jpg,1920,1200,1,936,370,1154,544
1138,1138,img001438.jpg,1920,1200,1,398,353,1317,723
7291,7291,img009140.jpg,1920,1200,1,604,456,1058,812
1294,1294,img001645.jpg,1920,1200,1,921,555,1175,767
6617,6617,img008280.jpg,1920,1200,1,337,60,1618,932
8474,8474,img010614.jpg,1920,1200,1,874,586,997,712
3673,3673,img004602.jpg,1920,1200,1,817,587,1044,695
11417,11417,img014268.jpg,1920,1200,1,899,440,1162,693
9913,9913,img012404.jpg,1920,1200,1,786,586,1286,872
2275,2275,img002871.jpg,1920,1200,1,673,576,1136,1128
4501,4501,img005642.jpg,1920,1200,1,508,59,1512,802
9087,9087,img011382.jpg,1920,1200,1,1007,650,1215,825
7665,7665,img009629.jpg,1920,1200,1,914,310,1141,602
3601,3601,img004506.jpg,1920,1200,1,711,218,1585,1233
11385,11385,img014233.jpg,1920,1200,1,901,595,1106,700
2823,2823,img003552.jpg,1920,1200,1,898,670,1049,738
746,746,img000937.jpg,1920,1200,1,823,431,1056,634
6690,6690,img008371.jpg,1920,1200,1,870,699,971,1018
2011,2011,img002540.jpg,1920,1200,1,636,190,1407,695
1538,1538,img001975.jpg,1920,1200,1,811,461,1242,749
9111,9111,img011415.jpg,1920,1200,1,670,314,1011,609
6261,6261,img007835.jpg,1920,1200,1,925,539,1093,787
8014,8014,img010043.jpg,1920,1200,1,949,318,1091,432
8170,8170,img010236.jpg,1920,1200,1,824,386,976,552
453,453,img000583.jpg,1920,1200,1,753,503,1143,638
10172,10172,img012735.jpg,1920,1200,1,626,430,972,746
1414,1414,img001814.jpg,1920,1200,1,378,626,1259,1030
11233,11233,img014053.jpg,1920,1200,1,776,279,1070,502
6840,6840,img008555.jpg,1920,1200,1,582,325,1229,789
8048,8048,img010083.jpg,1920,1200,1,719,448,1221,880
7673,7673,img009639.jpg,1920,1200,1,324,137,1306,1056
10617,10617,img013290.jpg,1920,1200,1,304,-147,1248,952
8209,8209,img010282.jpg,1920,1200,1,971,559,1032,635
5434,5434,img006798.jpg,1920,1200,1,927,559,1132,702
3152,3152,img003965.jpg,1920,1200,1,726,488,1281,747
513,513,img000652.jpg,1920,1200,1,648,320,1286,1025
6207,6207,img007769.jpg,1920,1200,1,718,507,1021,682
3142,3142,img003953.jpg,1920,1200,1,636,295,1114,616
9939,9939,img012439.jpg,1920,1200,1,827,424,1255,871
11241,11241,img014062.jpg,1920,1200,1,749,595,994,757
8142,8142,img010199.jpg,1920,1200,1,848,553,1092,768
8178,8178,img010246.jpg,1920,1200,1,836,378,1242,905
4011,4011,img005034.jpg,1920,1200,1,789,117,1268,874
2232,2232,img002812.jpg,1920,1200,1,900,642,1223,979
3765,3765,img004721.jpg,1920,1200,1,831,233,1153,778
10416,10416,img013036.jpg,1920,1200,1,859,377,1083,606
7246,7246,img009080.jpg,1920,1200,1,847,274,1282,607
4030,4030,img005058.jpg,1920,1200,1,843,540,983,710
3967,3967,img004982.jpg,1920,1200,1,691,195,1197,674
8388,8388,img010501.jpg,1920,1200,1,774,258,1246,685
7644,7644,img009601.jpg,1920,1200,1,993,663,1215,747
8465,8465,img010604.jpg,1920,1200,1,898,290,1074,675
6815,6815,img008518.jpg,1920,1200,1,675,269,1228,691
3150,3150,img003963.jpg,1920,1200,1,796,291,1259,741
11068,11068,img013855.jpg,1920,1200,1,734,456,1400,981
11824,11824,img014787.jpg,1920,1200,1,1029,474,1245,569
5533,5533,img006921.jpg,1920,1200,1,452,92,1103,620
6466,6466,img008096.jpg,1920,1200,1,675,123,1404,1000
1000,1000,img001263.jpg,1920,1200,1,789,542,1269,948
10421,10421,img013044.jpg,1920,1200,1,1079,369,1208,558
3558,3558,img004459.jpg,1920,1200,1,867,233,1429,1052
5694,5694,img007121.jpg,1920,1200,1,826,434,1254,756
1272,1272,img001616.jpg,1920,1200,1,233,95,1413,565
1340,1340,img001709.jpg,1920,1200,1,851,675,1045,840
2575,2575,img003240.jpg,1920,1200,1,799,565,1097,813
685,685,img000864.jpg,1920,1200,1,730,490,1247,758
9444,9444,img011824.jpg,1920,1200,1,771,491,1028,687
7174,7174,img008981.jpg,1920,1200,1,570,483,1409,1005
5555,5555,img006949.jpg,1920,1200,1,892,515,1037,692
11819,11819,img014782.jpg,1920,1200,1,765,258,1188,691
11390,11390,img014239.jpg,1920,1200,1,751,433,1195,743
6246,6246,img007820.jpg,1920,1200,1,605,474,1160,742
1543,1543,img001981.jpg,1920,1200,1,892,356,1105,808
6650,6650,img008322.jpg,1920,1200,1,783,587,899,800
5061,5061,img006348.jpg,1920,1200,1,853,58,1315,822
2843,2843,img003573.jpg,1920,1200,1,407,16,1283,502
2245,2245,img002830.jpg,1920,1200,1,849,340,1030,730
2567,2567,img003232.jpg,1920,1200,1,865,434,1040,721
3328,3328,img004176.jpg,1920,1200,1,955,609,1214,728
5745,5745,img007183.jpg,1920,1200,1,939,529,1083,713
10968,10968,img013740.jpg,1920,1200,1,638,258,1191,840
1636,1636,img002092.jpg,1920,1200,1,423,254,1187,918
1261,1261,img001601.jpg,1920,1200,1,622,366,1165,1073
7159,7159,img008966.jpg,1920,1200,1,791,386,1488,1090
9496,9496,img011884.jpg,1920,1200,1,737,348,1129,700
10937,10937,img013697.jpg,1920,1200,1,802,274,1135,574
65,65,img000080.jpg,1920,1200,1,709,658,1074,793
11334,11334,img014172.jpg,1920,1200,1,781,340,1134,631
7759,7759,img009732.jpg,1920,1200,1,793,476,1002,542
7562,7562,img009505.jpg,1920,1200,1,776,397,1077,707
5783,5783,img007235.jpg,1920,1200,1,1016,523,1210,723
7490,7490,img009407.jpg,1920,1200,1,754,202,1066,671
6580,6580,img008231.jpg,1920,1200,1,596,632,1243,897
10685,10685,img013380.jpg,1920,1200,1,918,506,1046,849
10108,10108,img012653.jpg,1920,1200,1,864,476,1220,687
1447,1447,img001853.jpg,1920,1200,1,758,367,1041,653
8841,8841,img011069.jpg,1920,1200,1,889,437,1052,680
5493,5493,img006872.jpg,1920,1200,1,408,-21,1647,1096
